relation,type,run,source_num_parameters,follow_num_parameters,source_depth,follow_depth,delta_E,avg_energy_diff,max_energy_diff,avg_sym_diff,max_sym_diff,avg_param_diff,max_param_diff,trace_len,violation
fault_replace_rot_strong,fault,13,48,47,33,33,0.18313998,0.92973314,2.08215271,0.94501545,1.99495489,4.4542391,6.19110495,120,True
fault_replace_rot_strong,fault,14,48,47,33,33,0.08410621,0.27343971,1.33116812,0.2169941,1.00742995,3.07728662,4.13041427,120,True
fault_replace_rot_strong,fault,15,48,47,33,33,0.52517624,0.68005342,1.91573603,0.46938561,2.01416052,3.25124027,4.26129886,120,True
fault_replace_rot_strong,fault,16,48,47,33,33,0.42163901,0.89325711,2.03363353,0.96646415,2.2875893,4.55298068,6.26028933,120,True
fault_replace_rot_strong,fault,17,48,47,33,33,0.2351041,0.5032741,1.99399875,0.34586897,1.27478995,3.50082314,4.60694282,120,True
fault_replace_rot_strong,fault,18,48,47,33,33,0.08218182,0.35422643,2.22606037,0.34581537,2.35656993,3.09876429,3.92275489,120,True
fault_replace_rot_strong,fault,19,48,47,33,33,0.63342726,0.62829957,1.20350169,0.56952999,1.26009694,3.64922125,4.83631805,120,True
fault_replace_rot_strong,fault,20,48,47,33,33,0.18609832,0.251099,1.34443547,0.22210531,1.16783544,3.76488811,5.57857461,120,True
fault_replace_rot_strong,fault,21,48,47,33,33,0.18764761,0.45938333,1.29438072,0.29041275,1.03773811,3.81908983,4.9746817,120,True
fault_replace_rot_strong,fault,22,48,47,33,33,0.10749713,0.2475943,1.15335504,0.21465627,1.21553106,2.87358305,4.12317592,120,True
fault_replace_rot_strong,fault,23,48,47,33,33,0.19295673,0.32203315,1.38778022,0.25249918,1.14377256,3.75635174,4.89294953,120,True
fault_replace_rot_strong,fault,24,48,47,33,33,0.02714225,0.16928303,1.17207777,0.11306255,1.00874999,3.26460281,4.28213216,120,True
fault_replace_rot_strong,fault,25,48,47,33,33,0.89925187,1.28288228,2.793717,1.24601043,2.15869912,3.71818575,5.04533632,120,True
fault_replace_rot_strong,fault,26,48,47,33,33,0.59182233,1.19923219,2.15743625,1.07734952,2.09343739,4.5590101,7.07333697,120,True
fault_replace_rot_strong,fault,27,48,47,33,33,0.20006098,0.37818328,1.24998249,0.48280263,1.25834528,3.69024054,4.83655177,120,True
fault_replace_rot_strong,fault,28,48,47,33,33,0.56664206,1.17549786,2.2044804,1.05829207,1.95335763,3.93207597,6.52591791,120,True
fault_replace_rot_strong,fault,29,48,47,33,33,0.4966698,0.79906805,2.62529136,0.75924624,2.42902107,4.44678412,5.81335304,120,True
fault_replace_rot_strong,fault,30,48,47,33,33,0.52260109,1.14563788,2.10061334,1.17394073,2.00391761,4.48007581,6.28443319,120,True
fault_shift_param_strong,fault,1,48,48,33,33,0.45757948,0.73566179,1.3906517,0.59672246,1.39241621,2.39478025,4.03866944,120,True
fault_shift_param_strong,fault,2,48,48,33,33,0.10216501,0.65630883,1.76431307,0.87412011,1.925111,4.42930807,6.1527279,120,True
fault_shift_param_strong,fault,3,48,48,33,33,0.92282535,1.13011237,3.22257134,1.00534499,3.18031641,3.43935732,5.12984608,120,True
fault_shift_param_strong,fault,4,48,48,33,33,0.3523512,0.31408937,1.16069654,0.16477795,1.03981014,4.06180788,5.58607276,120,True
fault_shift_param_strong,fault,5,48,48,33,33,0.13934712,0.46764125,1.28975864,0.44345649,1.2554329,3.98355782,5.61928908,120,True
fault_shift_param_strong,fault,6,48,48,33,33,0.16937618,0.20984233,0.9173951,0.06641938,1.2109268,1.54993482,2.41730357,120,True
fault_shift_param_strong,fault,7,48,48,33,33,0.17360867,0.23496155,0.95398683,0.07476057,1.03613655,2.37172875,3.12574813,120,True
fault_shift_param_strong,fault,8,48,48,33,33,0.15833271,0.41715773,2.13898525,0.43692477,2.10385123,2.63126765,3.80376188,120,True
fault_shift_param_strong,fault,9,48,48,33,33,0.15643188,0.1257419,0.81655579,0.08308224,0.72275948,2.19188423,3.29858056,120,True
fault_shift_param_strong,fault,10,48,48,33,33,0.47943391,0.63250722,1.35302861,0.62661258,1.28268998,3.57626561,4.88539098,120,True
fault_shift_param_strong,fault,11,48,48,33,33,0.11562829,0.38917829,1.20260948,0.35004413,1.08455994,2.71487664,3.76180717,120,True
fault_shift_param_strong,fault,12,48,48,33,33,0.2717987,0.75639047,3.06003035,0.83106589,2.87618153,3.76735682,4.98391905,120,True
fault_shift_param_strong,fault,13,48,48,33,33,0.30300835,0.58343261,1.91907936,0.62551606,1.97582976,3.26108528,4.18972821,120,True
fault_shift_param_strong,fault,14,48,48,33,33,0.00989847,0.19489424,1.34614778,0.13867256,1.24478835,2.609377,4.05063908,120,True
fault_shift_param_strong,fault,15,48,48,33,33,0.82829793,0.982651,2.10471504,0.87413897,2.10185796,3.88945336,5.39430948,120,True
fault_shift_param_strong,fault,16,48,48,33,33,0.89424783,1.24724375,2.15081923,1.19107319,2.06983063,4.01042,5.70289827,120,True
fault_shift_param_strong,fault,17,48,48,33,33,0.01045163,0.69893741,2.18334728,0.76808896,2.14300014,4.18417152,5.81217196,120,True
fault_shift_param_strong,fault,18,48,48,33,33,0.43844137,1.20193326,2.9520643,1.09971563,2.62662104,4.43305331,6.12048526,120,True
fault_shift_param_strong,fault,19,48,48,33,33,0.45521292,1.01491786,2.04085451,1.04571259,2.18336997,4.32974023,6.0795451,120,True
fault_shift_param_strong,fault,20,48,48,33,33,0.69449069,1.26123739,2.4170958,1.186198,2.28468764,3.77510433,5.82816114,120,True
fault_shift_param_strong,fault,21,48,48,33,33,0.7718227,1.13140355,2.6362033,1.02354265,2.8495771,4.7556716,6.85808075,120,True
fault_shift_param_strong,fault,22,48,48,33,33,0.01255682,0.2783291,1.02064014,0.13893128,1.15172188,2.81594525,4.1924171,120,True
fault_shift_param_strong,fault,23,48,48,33,33,0.33282418,0.48638178,1.32818339,0.07907098,0.85483926,3.25071975,4.12027678,120,True
fault_shift_param_strong,fault,24,48,48,33,33,0.08572753,0.18933659,0.91227475,0.08705992,0.78148899,3.17377688,3.89512135,120,True
fault_shift_param_strong,fault,25,48,48,33,33,0.44856169,0.87198046,1.99882372,0.98921268,2.08169434,3.88932508,5.39245944,120,True
fault_shift_param_strong,fault,26,48,48,33,33,0.11347898,0.36966901,1.32540727,0.43568255,1.39661919,3.17668343,4.37637368,120,True
fault_shift_param_strong,fault,27,48,48,33,33,0.05642662,0.33510031,2.02741288,0.36732032,2.0388847,2.85635033,3.7519788,120,True
fault_shift_param_strong,fault,28,48,48,33,33,0.36948784,0.88208298,2.17768428,0.85526995,1.98575576,3.83270692,5.07184728,120,True
fault_shift_param_strong,fault,29,48,48,33,33,0.35445445,0.77662043,2.8679602,0.75205982,2.74566076,3.92205827,5.78487692,120,True
fault_shift_param_strong,fault,30,48,48,33,33,0.27383455,0.51876515,1.94926266,0.59354684,1.99776622,3.37990165,4.28502824,120,True
