test_id,relation,type,tvd,p_value,violation,expected_violation
98,fault_remove_random,fault,0.4974,0.0,True,True
98,fault_change_target_qubit,fault,0.0099,0.607,False,True
99,identity,valid,0.0056,0.267,False,
99,barrier,valid,0.005,0.3173,False,
99,commute,valid,0.0038,0.4593,False,
99,fault_add_x,fault,1.0,0.0,True,True
99,fault_remove_random,fault,1.0,0.0,True,True
99,fault_change_target_qubit,fault,1.0,0.0,True,True
100,identity,valid,0.0088,0.0784,False,
100,barrier,valid,0.0011,0.8337,False,
100,commute,valid,0.0048,0.3472,False,
100,fault_add_x,fault,1.0,0.0,True,True
100,fault_remove_random,fault,0.5003,0.0,True,True
100,fault_change_target_qubit,fault,0.5038,0.0,True,True
101,identity,valid,0.0109,0.03,True,
101,barrier,valid,0.0045,0.3789,False,
101,commute,valid,0.0069,0.1707,False,
101,fault_add_x,fault,1.0,0.0,True,True
101,fault_remove_random,fault,0.5048,0.0,True,True
101,fault_change_target_qubit,fault,0.0118,0.0193,True,True
102,identity,valid,0.0016,0.7566,False,
102,barrier,valid,0.0015,0.7718,False,
102,commute,valid,0.003,0.5485,False,
102,fault_add_x,fault,1.0,0.0,True,True
102,fault_remove_random,fault,1.0,0.0,True,True
102,fault_change_target_qubit,fault,1.0,0.0,True,True
103,identity,valid,0.0083,0.2735,False,
103,barrier,valid,0.008,0.3425,False,
103,commute,valid,0.0073,0.4224,False,
103,fault_add_x,fault,1.0,0.0,True,True
103,fault_remove_random,fault,0.0069,0.5423,False,True
103,fault_change_target_qubit,fault,1.0,0.0,True,True
104,identity,valid,0.0072,0.3811,False,
104,barrier,valid,0.0076,0.3329,False,
104,commute,valid,0.0074,0.4974,False,
104,fault_add_x,fault,1.0,0.0,True,True
104,fault_remove_random,fault,1.0,0.0,True,True
104,fault_change_target_qubit,fault,0.005,0.7317,False,True
105,identity,valid,0.0069,0.4276,False,
105,barrier,valid,0.0111,0.0454,True,
105,commute,valid,0.0127,0.0307,True,
105,fault_add_x,fault,1.0,0.0,True,True
105,fault_remove_random,fault,0.0114,0.1133,False,True
105,fault_change_target_qubit,fault,0.0134,0.0136,True,True
106,identity,valid,0.0107,0.1986,False,
106,barrier,valid,0.0081,0.3943,False,
106,commute,valid,0.0029,0.9276,False,
106,fault_add_x,fault,1.0,0.0,True,True
106,fault_remove_random,fault,0.0083,0.3303,False,True
106,fault_change_target_qubit,fault,1.0,0.0,True,True
107,identity,valid,0.0051,0.64,False,
107,barrier,valid,0.005,0.6702,False,
107,commute,valid,0.0039,0.8894,False,
107,fault_add_x,fault,1.0,0.0,True,True
107,fault_remove_random,fault,0.499,0.0,True,True
107,fault_change_target_qubit,fault,1.0,0.0,True,True
108,identity,valid,0.0,1.0,False,
108,barrier,valid,0.0,1.0,False,
108,commute,valid,0.0,1.0,False,
108,fault_add_x,fault,1.0,0.0,True,True
108,fault_remove_random,fault,1.0,0.0,True,True
108,fault_change_target_qubit,fault,0.0,1.0,False,True
109,identity,valid,0.0034,0.5028,False,
109,barrier,valid,0.0,1.0,False,
109,commute,valid,0.0014,0.7872,False,
109,fault_add_x,fault,1.0,0.0,True,True
109,fault_remove_random,fault,0.0016,0.749,False,True
109,fault_change_target_qubit,fault,1.0,0.0,True,True
110,identity,valid,0.0089,0.211,False,
110,barrier,valid,0.0053,0.6285,False,
110,commute,valid,0.0066,0.4831,False,
110,fault_add_x,fault,1.0,0.0,True,True
110,fault_remove_random,fault,1.0,0.0,True,True
110,fault_change_target_qubit,fault,0.4995,0.0,True,True
111,identity,valid,0.0,1.0,False,
111,barrier,valid,0.0,1.0,False,
111,commute,valid,0.0,1.0,False,
111,fault_add_x,fault,1.0,0.0,True,True
111,fault_remove_random,fault,0.0,1.0,False,True
111,fault_change_target_qubit,fault,0.753,0.0,True,True
112,identity,valid,0.0158,0.0621,False,
112,barrier,valid,0.0063,0.9395,False,
112,commute,valid,0.0136,0.329,False,
112,fault_add_x,fault,0.0115,0.3717,False,True
112,fault_remove_random,fault,0.5044,0.0,True,True
112,fault_change_target_qubit,fault,0.7486,0.0,True,True
113,identity,valid,0.0046,0.3681,False,
113,barrier,valid,0.0009,0.865,False,
113,commute,valid,0.0047,0.3524,False,
113,fault_add_x,fault,1.0,0.0,True,True
113,fault_remove_random,fault,0.0027,0.5961,False,True
113,fault_change_target_qubit,fault,0.0048,0.3472,False,True
114,identity,valid,0.0012,0.9966,False,
114,barrier,valid,0.0065,0.3907,False,
114,commute,valid,0.0099,0.2057,False,
114,fault_add_x,fault,1.0,0.0,True,True
114,fault_remove_random,fault,0.753,0.0,True,True
114,fault_change_target_qubit,fault,0.5044,0.0,True,True
115,identity,valid,0.0,1.0,False,
115,barrier,valid,0.0,1.0,False,
115,commute,valid,0.0,1.0,False,
115,fault_add_x,fault,1.0,0.0,True,True
115,fault_remove_random,fault,1.0,0.0,True,True
115,fault_change_target_qubit,fault,1.0,0.0,True,True
116,identity,valid,0.0103,0.5475,False,
116,barrier,valid,0.0088,0.7748,False,
116,commute,valid,0.0121,0.3733,False,
116,fault_add_x,fault,0.0056,0.942,False,True
116,fault_remove_random,fault,0.5026,0.0,True,True
116,fault_change_target_qubit,fault,0.0084,0.7903,False,True
117,identity,valid,0.0092,0.6592,False,
117,barrier,valid,0.0149,0.084,False,
117,commute,valid,0.0054,0.9624,False,
117,fault_add_x,fault,0.0109,0.4022,False,True
117,fault_remove_random,fault,1.0,0.0,True,True
117,fault_change_target_qubit,fault,0.7485,0.0,True,True
118,identity,valid,0.0,1.0,False,
118,barrier,valid,0.0,1.0,False,
118,commute,valid,0.0,1.0,False,
118,fault_add_x,fault,1.0,0.0,True,True
118,fault_remove_random,fault,1.0,0.0,True,True
118,fault_change_target_qubit,fault,0.0,1.0,False,True
119,identity,valid,0.0058,0.5814,False,
119,barrier,valid,0.0043,0.8038,False,
119,commute,valid,0.0073,0.3538,False,
119,fault_add_x,fault,0.0092,0.1817,False,True
119,fault_remove_random,fault,0.0088,0.2869,False,True
119,fault_change_target_qubit,fault,0.0026,0.958,False,True
120,identity,valid,0.0019,0.9762,False,
120,barrier,valid,0.005,0.6607,False,
120,commute,valid,0.0036,0.8373,False,
120,fault_add_x,fault,1.0,0.0,True,True
120,fault_remove_random,fault,0.0038,0.8294,False,True
120,fault_change_target_qubit,fault,0.0037,0.8597,False,True
121,identity,valid,0.0128,0.2107,False,
121,barrier,valid,0.0107,0.4489,False,
121,commute,valid,0.0146,0.1765,False,
121,fault_add_x,fault,0.0102,0.5548,False,True
121,fault_remove_random,fault,0.5002,0.0,True,True
121,fault_change_target_qubit,fault,1.0,0.0,True,True
122,identity,valid,0.0055,0.9482,False,
122,barrier,valid,0.006,0.9625,False,
122,commute,valid,0.0103,0.5399,False,
122,fault_add_x,fault,0.0079,0.9163,False,True
122,fault_remove_random,fault,0.7502,0.0,True,True
122,fault_change_target_qubit,fault,0.5009,0.0,True,True
123,identity,valid,0.0025,0.9651,False,
123,barrier,valid,0.0036,0.8662,False,
123,commute,valid,0.0021,0.9672,False,
123,fault_add_x,fault,1.0,0.0,True,True
123,fault_remove_random,fault,0.5042,0.0,True,True
123,fault_change_target_qubit,fault,0.4991,0.0,True,True
124,identity,valid,0.0158,0.4968,False,
124,barrier,valid,0.0129,0.6976,False,
124,commute,valid,0.0131,0.8066,False,
124,fault_add_x,fault,0.0101,0.9063,False,True
124,fault_remove_random,fault,0.7501,0.0,True,True
124,fault_change_target_qubit,fault,0.0133,0.8252,False,True
125,identity,valid,0.0109,0.3193,False,
125,barrier,valid,0.0074,0.8937,False,
125,commute,valid,0.0153,0.0341,True,
125,fault_add_x,fault,0.013,0.1432,False,True
125,fault_remove_random,fault,0.4915,0.0,True,True
125,fault_change_target_qubit,fault,1.0,0.0,True,True
126,identity,valid,0.0041,0.4122,False,
126,barrier,valid,0.0,1.0,False,
126,commute,valid,0.0067,0.1835,False,
126,fault_add_x,fault,1.0,0.0,True,True
126,fault_remove_random,fault,0.0002,0.9681,False,True
126,fault_change_target_qubit,fault,0.0022,0.6672,False,True
127,identity,valid,0.0041,0.4122,False,
127,barrier,valid,0.004,0.4237,False,
127,commute,valid,0.0047,0.3576,False,
127,fault_add_x,fault,1.0,0.0,True,True
127,fault_remove_random,fault,1.0,0.0,True,True
127,fault_change_target_qubit,fault,0.5057,0.0,True,True
128,identity,valid,0.0102,0.6526,False,
128,barrier,valid,0.0095,0.727,False,
128,commute,valid,0.0143,0.1599,False,
128,fault_add_x,fault,0.0124,0.2966,False,True
128,fault_remove_random,fault,0.5063,0.0,True,True
128,fault_change_target_qubit,fault,0.5072,0.0,True,True
129,identity,valid,0.0087,0.7755,False,
129,barrier,valid,0.0105,0.6022,False,
129,commute,valid,0.0096,0.6949,False,
129,fault_add_x,fault,1.0,0.0,True,True
129,fault_remove_random,fault,0.0115,0.2445,False,True
129,fault_change_target_qubit,fault,0.0071,0.9015,False,True
130,identity,valid,0.0111,0.292,False,
130,barrier,valid,0.0183,0.0101,True,
130,commute,valid,0.01,0.2814,False,
130,fault_add_x,fault,1.0,0.0,True,True
130,fault_remove_random,fault,0.0025,0.9998,False,True
130,fault_change_target_qubit,fault,0.7539,0.0,True,True
131,identity,valid,0.0043,0.7436,False,
131,barrier,valid,0.0088,0.2429,False,
131,commute,valid,0.0035,0.8526,False,
131,fault_add_x,fault,1.0,0.0,True,True
131,fault_remove_random,fault,1.0,0.0,True,True
131,fault_change_target_qubit,fault,0.0152,0.0077,True,True
132,identity,valid,0.0058,0.2501,False,
132,barrier,valid,0.0035,0.4902,False,
132,commute,valid,0.0018,0.7339,False,
132,fault_add_x,fault,1.0,0.0,True,True
132,fault_remove_random,fault,0.0039,0.4413,False,True
132,fault_change_target_qubit,fault,0.7507,0.0,True,True
133,identity,valid,0.0055,0.682,False,
133,barrier,valid,0.0103,0.1108,False,
133,commute,valid,0.0124,0.0494,True,
133,fault_add_x,fault,0.0111,0.1434,False,True
133,fault_remove_random,fault,0.5005,0.0,True,True
133,fault_change_target_qubit,fault,0.0052,0.6817,False,True
134,identity,valid,0.0067,0.4604,False,
134,barrier,valid,0.0103,0.1506,False,
134,commute,valid,0.006,0.5637,False,
134,fault_add_x,fault,1.0,0.0,True,True
134,fault_remove_random,fault,1.0,0.0,True,True
134,fault_change_target_qubit,fault,0.0029,0.9306,False,True
135,identity,valid,0.0021,0.9572,False,
135,barrier,valid,0.0053,0.6698,False,
135,commute,valid,0.0082,0.2657,False,
135,fault_add_x,fault,0.0082,0.2914,False,True
135,fault_remove_random,fault,1.0,0.0,True,True
135,fault_change_target_qubit,fault,0.0145,0.0095,True,True
136,identity,valid,0.0057,0.2585,False,
136,barrier,valid,0.0065,0.197,False,
136,commute,valid,0.0041,0.4122,False,
136,fault_add_x,fault,1.0,0.0,True,True
136,fault_remove_random,fault,0.4962,0.0,True,True
136,fault_change_target_qubit,fault,0.5027,0.0,True,True
137,identity,valid,0.0093,0.6383,False,
137,barrier,valid,0.0053,0.9684,False,
137,commute,valid,0.0072,0.7203,False,
137,fault_add_x,fault,0.0086,0.8262,False,True
137,fault_remove_random,fault,0.0102,0.4471,False,True
137,fault_change_target_qubit,fault,0.0079,0.6942,False,True
138,identity,valid,0.0121,0.329,False,
138,barrier,valid,0.0086,0.7403,False,
138,commute,valid,0.0059,0.9412,False,
138,fault_add_x,fault,0.0143,0.1617,False,True
138,fault_remove_random,fault,0.4975,0.0,True,True
138,fault_change_target_qubit,fault,0.7487,0.0,True,True
139,identity,valid,0.0053,0.2983,False,
139,barrier,valid,0.0043,0.3953,False,
139,commute,valid,0.0011,0.8259,False,
139,fault_add_x,fault,0.0071,0.1615,False,True
139,fault_remove_random,fault,0.0001,1.0,False,True
139,fault_change_target_qubit,fault,0.0022,0.6599,False,True
140,identity,valid,0.0073,0.4244,False,
140,barrier,valid,0.006,0.5083,False,
140,commute,valid,0.0124,0.037,True,
140,fault_add_x,fault,0.0088,0.2121,False,True
140,fault_remove_random,fault,0.5007,0.0,True,True
140,fault_change_target_qubit,fault,0.0099,0.1452,False,True
141,identity,valid,0.0,1.0,False,
141,barrier,valid,0.0,1.0,False,
141,commute,valid,0.0,1.0,False,
141,fault_add_x,fault,1.0,0.0,True,True
141,fault_remove_random,fault,0.0,1.0,False,True
141,fault_change_target_qubit,fault,0.0,1.0,False,True
142,identity,valid,0.0,1.0,False,
142,barrier,valid,0.0,1.0,False,
142,commute,valid,0.0,1.0,False,
142,fault_add_x,fault,1.0,0.0,True,True
142,fault_remove_random,fault,0.0,1.0,False,True
142,fault_change_target_qubit,fault,0.0,1.0,False,True
143,identity,valid,0.0045,0.9711,False,
143,barrier,valid,0.011,0.4461,False,
143,commute,valid,0.0125,0.3592,False,
143,fault_add_x,fault,0.0088,0.6711,False,True
143,fault_remove_random,fault,0.0059,0.9517,False,True
143,fault_change_target_qubit,fault,0.0073,0.8313,False,True
144,identity,valid,0.0039,0.4413,False,
144,barrier,valid,0.0006,0.9203,False,
144,commute,valid,0.0027,0.5961,False,
144,fault_add_x,fault,1.0,0.0,True,True
144,fault_remove_random,fault,0.0022,0.6672,False,True
144,fault_change_target_qubit,fault,1.0,0.0,True,True
145,identity,valid,0.0028,0.9306,False,
145,barrier,valid,0.0056,0.6165,False,
145,commute,valid,0.0082,0.3306,False,
145,fault_add_x,fault,0.003,0.9407,False,True
145,fault_remove_random,fault,0.5011,0.0,True,True
145,fault_change_target_qubit,fault,0.0081,0.2476,False,True
146,identity,valid,0.0,1.0,False,
146,barrier,valid,0.0014,0.7949,False,
146,commute,valid,0.0064,0.2041,False,
146,fault_add_x,fault,1.0,0.0,True,True
146,fault_remove_random,fault,0.5061,0.0,True,True
146,fault_change_target_qubit,fault,1.0,0.0,True,True
147,identity,valid,0.0032,0.9108,False,
147,barrier,valid,0.0067,0.4463,False,
147,commute,valid,0.006,0.6605,False,
147,fault_add_x,fault,1.0,0.0,True,True
147,fault_remove_random,fault,0.0018,0.9728,False,True
147,fault_change_target_qubit,fault,0.5058,0.0,True,True
148,identity,valid,0.0082,0.2457,False,
148,barrier,valid,0.0101,0.1128,False,
148,commute,valid,0.0052,0.6702,False,
148,fault_add_x,fault,1.0,0.0,True,True
148,fault_remove_random,fault,0.4969,0.0,True,True
148,fault_change_target_qubit,fault,1.0,0.0,True,True
149,identity,valid,0.0073,0.147,False,
149,barrier,valid,0.004,0.4295,False,
149,commute,valid,0.0012,0.8103,False,
149,fault_add_x,fault,1.0,0.0,True,True
149,fault_remove_random,fault,0.0049,0.337,False,True
149,fault_change_target_qubit,fault,0.0039,0.4473,False,True
150,identity,valid,0.0,1.0,False,
150,barrier,valid,0.0,1.0,False,
150,commute,valid,0.0,1.0,False,
150,fault_add_x,fault,1.0,0.0,True,True
150,fault_remove_random,fault,1.0,0.0,True,True
150,fault_change_target_qubit,fault,1.0,0.0,True,True
151,identity,valid,0.0011,0.8337,False,
151,barrier,valid,0.0003,0.9522,False,
151,commute,valid,0.0008,0.8808,False,
151,fault_add_x,fault,1.0,0.0,True,True
151,fault_remove_random,fault,1.0,0.0,True,True
151,fault_change_target_qubit,fault,0.7536,0.0,True,True
152,identity,valid,0.004,0.4295,False,
152,barrier,valid,0.0028,0.5755,False,
152,commute,valid,0.0011,0.8337,False,
152,fault_add_x,fault,0.0085,0.0929,False,True
152,fault_remove_random,fault,0.0049,0.332,False,True
152,fault_change_target_qubit,fault,0.0047,0.3524,False,True
153,identity,valid,0.0097,0.2739,False,
153,barrier,valid,0.0062,0.6148,False,
153,commute,valid,0.0068,0.4471,False,
153,fault_add_x,fault,0.0057,0.6309,False,True
153,fault_remove_random,fault,0.0063,0.4646,False,True
153,fault_change_target_qubit,fault,1.0,0.0,True,True
154,identity,valid,0.0157,0.1515,False,
154,barrier,valid,0.0113,0.3902,False,
154,commute,valid,0.0108,0.4085,False,
154,fault_add_x,fault,0.0073,0.9414,False,True
154,fault_remove_random,fault,0.0157,0.1097,False,True
154,fault_change_target_qubit,fault,0.7509,0.0,True,True
155,identity,valid,0.0065,0.6061,False,
155,barrier,valid,0.0028,0.9304,False,
155,commute,valid,0.0073,0.4976,False,
155,fault_add_x,fault,1.0,0.0,True,True
155,fault_remove_random,fault,1.0,0.0,True,True
155,fault_change_target_qubit,fault,0.5025,0.0,True,True
156,identity,valid,0.0114,0.0556,False,
156,barrier,valid,0.0011,0.9935,False,
156,commute,valid,0.0034,0.9146,False,
156,fault_add_x,fault,0.0083,0.2058,False,True
156,fault_remove_random,fault,0.4975,0.0,True,True
156,fault_change_target_qubit,fault,0.006,0.6829,False,True
157,identity,valid,0.0054,0.2801,False,
157,barrier,valid,0.0042,0.4065,False,
157,commute,valid,0.0032,0.5287,False,
157,fault_add_x,fault,1.0,0.0,True,True
157,fault_remove_random,fault,0.0005,0.9362,False,True
157,fault_change_target_qubit,fault,0.505,0.0,True,True
158,identity,valid,0.0188,0.0119,True,
158,barrier,valid,0.0141,0.1344,False,
158,commute,valid,0.0204,0.0038,True,
158,fault_add_x,fault,0.0116,0.3906,False,True
158,fault_remove_random,fault,1.0,0.0,True,True
158,fault_change_target_qubit,fault,0.5127,0.0,True,True
159,identity,valid,0.003,0.919,False,
159,barrier,valid,0.0098,0.1365,False,
159,commute,valid,0.0055,0.699,False,
159,fault_add_x,fault,0.0043,0.7878,False,True
159,fault_remove_random,fault,0.5007,0.0,True,True
159,fault_change_target_qubit,fault,0.0087,0.2098,False,True
160,identity,valid,0.0042,0.7635,False,
160,barrier,valid,0.0048,0.73,False,
160,commute,valid,0.0044,0.8321,False,
160,fault_add_x,fault,1.0,0.0,True,True
160,fault_remove_random,fault,1.0,0.0,True,True
160,fault_change_target_qubit,fault,0.0052,0.6986,False,True
161,identity,valid,0.003,0.5552,False,
161,barrier,valid,0.0003,0.9522,False,
161,commute,valid,0.0016,0.7566,False,
161,fault_add_x,fault,1.0,0.0,True,True
161,fault_remove_random,fault,0.5006,0.0,True,True
161,fault_change_target_qubit,fault,1.0,0.0,True,True
162,identity,valid,0.0052,0.3077,False,
162,barrier,valid,0.0008,0.8808,False,
162,commute,valid,0.0062,0.2225,False,
162,fault_add_x,fault,1.0,0.0,True,True
162,fault_remove_random,fault,1.0,0.0,True,True
162,fault_change_target_qubit,fault,1.0,0.0,True,True
163,identity,valid,0.0079,0.4144,False,
163,barrier,valid,0.0046,0.7421,False,
163,commute,valid,0.0079,0.42,False,
163,fault_add_x,fault,1.0,0.0,True,True
163,fault_remove_random,fault,0.5005,0.0,True,True
163,fault_change_target_qubit,fault,1.0,0.0,True,True
164,identity,valid,0.0011,0.8259,False,
164,barrier,valid,0.0018,0.7263,False,
164,commute,valid,0.0013,0.8026,False,
164,fault_add_x,fault,1.0,0.0,True,True
164,fault_remove_random,fault,0.4977,0.0,True,True
164,fault_change_target_qubit,fault,0.7521,0.0,True,True
165,identity,valid,0.0048,0.7189,False,
165,barrier,valid,0.0068,0.4009,False,
165,commute,valid,0.0065,0.4845,False,
165,fault_add_x,fault,0.0058,0.5335,False,True
165,fault_remove_random,fault,1.0,0.0,True,True
165,fault_change_target_qubit,fault,0.0134,0.019,True,True
166,identity,valid,0.0012,0.8181,False,
166,barrier,valid,0.0068,0.177,False,
166,commute,valid,0.0091,0.0719,False,
166,fault_add_x,fault,1.0,0.0,True,True
166,fault_remove_random,fault,1.0,0.0,True,True
166,fault_change_target_qubit,fault,0.0054,0.2846,False,True
167,identity,valid,0.0078,0.3745,False,
167,barrier,valid,0.0083,0.253,False,
167,commute,valid,0.0036,0.8529,False,
167,fault_add_x,fault,1.0,0.0,True,True
167,fault_remove_random,fault,1.0,0.0,True,True
167,fault_change_target_qubit,fault,1.0,0.0,True,True
168,identity,valid,0.0081,0.454,False,
168,barrier,valid,0.008,0.2444,False,
168,commute,valid,0.0073,0.323,False,
168,fault_add_x,fault,1.0,0.0,True,True
168,fault_remove_random,fault,0.503,0.0,True,True
168,fault_change_target_qubit,fault,0.5059,0.0,True,True
169,identity,valid,0.0,1.0,False,
169,barrier,valid,0.0,1.0,False,
169,commute,valid,0.0,1.0,False,
169,fault_add_x,fault,1.0,0.0,True,True
169,fault_remove_random,fault,0.5043,0.0,True,True
169,fault_change_target_qubit,fault,0.7507,0.0,True,True
170,identity,valid,0.001,0.8493,False,
170,barrier,valid,0.004,0.4237,False,
170,commute,valid,0.0019,0.7114,False,
170,fault_add_x,fault,0.0029,0.5755,False,True
170,fault_remove_random,fault,0.4971,0.0,True,True
170,fault_change_target_qubit,fault,1.0,0.0,True,True
171,identity,valid,0.0089,0.1657,False,
171,barrier,valid,0.0058,0.6528,False,
171,commute,valid,0.0069,0.4272,False,
171,fault_add_x,fault,1.0,0.0,True,True
171,fault_remove_random,fault,0.5009,0.0,True,True
171,fault_change_target_qubit,fault,1.0,0.0,True,True
172,identity,valid,0.0,1.0,False,
172,barrier,valid,0.0,1.0,False,
172,commute,valid,0.0,1.0,False,
172,fault_add_x,fault,1.0,0.0,True,True
172,fault_remove_random,fault,0.0,1.0,False,True
172,fault_change_target_qubit,fault,0.7487,0.0,True,True
173,identity,valid,0.0064,0.4733,False,
173,barrier,valid,0.0032,0.8892,False,
173,commute,valid,0.0097,0.1338,False,
173,fault_add_x,fault,0.0138,0.0128,True,True
173,fault_remove_random,fault,0.7476,0.0,True,True
173,fault_change_target_qubit,fault,0.503,0.0,True,True
174,identity,valid,0.0094,0.2109,False,
174,barrier,valid,0.0094,0.1125,False,
174,commute,valid,0.0107,0.0723,False,
174,fault_add_x,fault,1.0,0.0,True,True
174,fault_remove_random,fault,0.4942,0.0,True,True
174,fault_change_target_qubit,fault,0.0082,0.3127,False,True
175,identity,valid,0.0028,0.5823,False,
175,barrier,valid,0.0018,0.7263,False,
175,commute,valid,0.0008,0.8887,False,
175,fault_add_x,fault,1.0,0.0,True,True
175,fault_remove_random,fault,1.0,0.0,True,True
175,fault_change_target_qubit,fault,0.5029,0.0,True,True
176,identity,valid,0.0076,0.2962,False,
176,barrier,valid,0.0103,0.1508,False,
176,commute,valid,0.0081,0.3572,False,
176,fault_add_x,fault,1.0,0.0,True,True
176,fault_remove_random,fault,0.5039,0.0,True,True
176,fault_change_target_qubit,fault,0.0121,0.0467,True,True
177,identity,valid,0.0039,0.8842,False,
177,barrier,valid,0.0018,0.9806,False,
177,commute,valid,0.0095,0.2044,False,
177,fault_add_x,fault,0.0078,0.3567,False,True
177,fault_remove_random,fault,1.0,0.0,True,True
177,fault_change_target_qubit,fault,0.5073,0.0,True,True
178,identity,valid,0.0083,0.2892,False,
178,barrier,valid,0.0078,0.365,False,
178,commute,valid,0.0044,0.762,False,
178,fault_add_x,fault,1.0,0.0,True,True
178,fault_remove_random,fault,0.502,0.0,True,True
178,fault_change_target_qubit,fault,0.0059,0.5718,False,True
179,identity,valid,0.0043,0.3953,False,
179,barrier,valid,0.0077,0.1285,False,
179,commute,valid,0.0071,0.1615,False,
179,fault_add_x,fault,0.009,0.0735,False,True
179,fault_remove_random,fault,1.0,0.0,True,True
179,fault_change_target_qubit,fault,1.0,0.0,True,True
180,identity,valid,0.01,0.5507,False,
180,barrier,valid,0.0151,0.0254,True,
180,commute,valid,0.0169,0.0316,True,
180,fault_add_x,fault,0.0101,0.3355,False,True
180,fault_remove_random,fault,1.0,0.0,True,True
180,fault_change_target_qubit,fault,0.7576,0.0,True,True
181,identity,valid,0.0062,0.5046,False,
181,barrier,valid,0.008,0.2656,False,
181,commute,valid,0.0104,0.1238,False,
181,fault_add_x,fault,1.0,0.0,True,True
181,fault_remove_random,fault,0.015,0.0058,True,True
181,fault_change_target_qubit,fault,1.0,0.0,True,True
182,identity,valid,0.0,1.0,False,
182,barrier,valid,0.0,1.0,False,
182,commute,valid,0.0,1.0,False,
182,fault_add_x,fault,1.0,0.0,True,True
182,fault_remove_random,fault,0.0,1.0,False,True
182,fault_change_target_qubit,fault,0.0,1.0,False,True
183,identity,valid,0.0066,0.5977,False,
183,barrier,valid,0.0066,0.4628,False,
183,commute,valid,0.0077,0.2841,False,
183,fault_add_x,fault,1.0,0.0,True,True
183,fault_remove_random,fault,0.7458,0.0,True,True
183,fault_change_target_qubit,fault,1.0,0.0,True,True
184,identity,valid,0.0065,0.5118,False,
184,barrier,valid,0.0099,0.1456,False,
184,commute,valid,0.0084,0.336,False,
184,fault_add_x,fault,1.0,0.0,True,True
184,fault_remove_random,fault,1.0,0.0,True,True
184,fault_change_target_qubit,fault,0.7475,0.0,True,True
185,identity,valid,0.0085,0.1347,False,
185,barrier,valid,0.0159,0.0054,True,
185,commute,valid,0.011,0.1533,False,
185,fault_add_x,fault,0.0115,0.0948,False,True
185,fault_remove_random,fault,1.0,0.0,True,True
185,fault_change_target_qubit,fault,0.5037,0.0,True,True
186,identity,valid,0.0053,0.7557,False,
186,barrier,valid,0.0024,0.9501,False,
186,commute,valid,0.0028,0.9321,False,
186,fault_add_x,fault,1.0,0.0,True,True
186,fault_remove_random,fault,0.503,0.0,True,True
186,fault_change_target_qubit,fault,0.4992,0.0,True,True
187,identity,valid,0.0066,0.5776,False,
187,barrier,valid,0.0083,0.2604,False,
187,commute,valid,0.0076,0.3212,False,
187,fault_add_x,fault,1.0,0.0,True,True
187,fault_remove_random,fault,0.4978,0.0,True,True
187,fault_change_target_qubit,fault,0.5022,0.0,True,True
188,identity,valid,0.0081,0.1074,False,
188,barrier,valid,0.006,0.2301,False,
188,commute,valid,0.0052,0.2983,False,
188,fault_add_x,fault,1.0,0.0,True,True
188,fault_remove_random,fault,1.0,0.0,True,True
188,fault_change_target_qubit,fault,1.0,0.0,True,True
189,identity,valid,0.0084,0.272,False,
189,barrier,valid,0.0043,0.77,False,
189,commute,valid,0.0063,0.5941,False,
189,fault_add_x,fault,0.0054,0.646,False,True
189,fault_remove_random,fault,0.5054,0.0,True,True
189,fault_change_target_qubit,fault,0.5033,0.0,True,True
190,identity,valid,0.002,0.6892,False,
190,barrier,valid,0.0013,0.8026,False,
190,commute,valid,0.0037,0.4654,False,
190,fault_add_x,fault,1.0,0.0,True,True
190,fault_remove_random,fault,1.0,0.0,True,True
190,fault_change_target_qubit,fault,0.0008,0.8729,False,True
191,identity,valid,0.0108,0.0646,False,
191,barrier,valid,0.0079,0.3266,False,
191,commute,valid,0.0027,0.9359,False,
191,fault_add_x,fault,0.0097,0.1863,False,True
191,fault_remove_random,fault,1.0,0.0,True,True
191,fault_change_target_qubit,fault,0.0086,0.2825,False,True
192,identity,valid,0.0108,0.1668,False,
192,barrier,valid,0.0079,0.4657,False,
192,commute,valid,0.0108,0.1853,False,
192,fault_add_x,fault,1.0,0.0,True,True
192,fault_remove_random,fault,1.0,0.0,True,True
192,fault_change_target_qubit,fault,0.0069,0.5713,False,True
193,identity,valid,0.0043,0.3953,False,
193,barrier,valid,0.0033,0.5093,False,
193,commute,valid,0.0056,0.267,False,
193,fault_add_x,fault,1.0,0.0,True,True
193,fault_remove_random,fault,0.0005,0.9362,False,True
193,fault_change_target_qubit,fault,1.0,0.0,True,True
194,identity,valid,0.0045,0.8342,False,
194,barrier,valid,0.0146,0.028,True,
194,commute,valid,0.0096,0.1723,False,
194,fault_add_x,fault,1.0,0.0,True,True
194,fault_remove_random,fault,0.0037,0.8546,False,True
194,fault_change_target_qubit,fault,0.0047,0.7102,False,True
195,identity,valid,0.0,1.0,False,
195,barrier,valid,0.0031,0.5419,False,
195,commute,valid,0.0046,0.3628,False,
195,fault_add_x,fault,1.0,0.0,True,True
195,fault_remove_random,fault,1.0,0.0,True,True
195,fault_change_target_qubit,fault,0.002,0.6892,False,True
196,identity,valid,0.0075,0.7255,False,
196,barrier,valid,0.0102,0.6223,False,
196,commute,valid,0.0116,0.3762,False,
196,fault_add_x,fault,0.0096,0.5721,False,True
196,fault_remove_random,fault,0.5018,0.0,True,True
