test_id,relation,type,tvd,p_value,chi2_stat,tvd_violation,chi_violation,violation,expected_violation
70,fault_add_x,fault,0.002,0.6892,0.16,False,False,False,True
70,fault_remove_random,fault,0.0005,0.9283,0.0081,False,False,False,True
70,fault_change_target_qubit,fault,1.0,0.0,40000.0,True,True,True,True
71,identity,valid,0.0039,0.8573,0.7673,False,False,False,False
71,barrier,valid,0.0083,0.2555,4.0555,False,False,False,False
71,commute,valid,0.0047,0.7737,1.1138,False,False,False,False
71,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
71,fault_remove_random,fault,0.0082,0.2006,4.6345,False,False,False,True
71,fault_change_target_qubit,fault,1.0,0.0,40000.0,True,True,True,True
72,identity,valid,0.005,0.6973,1.435,False,False,False,False
72,barrier,valid,0.0027,0.9559,0.3219,False,False,False,False
72,commute,valid,0.0093,0.3,3.665,False,False,False,False
72,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
72,fault_remove_random,fault,0.5023,0.0,19990.5224,True,True,True,True
72,fault_change_target_qubit,fault,0.0105,0.1235,5.7669,False,False,False,True
73,identity,valid,0.0,1.0,0.0,False,False,False,False
73,barrier,valid,0.0,1.0,0.0,False,False,False,False
73,commute,valid,0.0,1.0,0.0,False,False,False,False
73,fault_add_x,fault,1.0,0.0,39996.0001,True,True,True,True
73,fault_remove_random,fault,0.0,1.0,0.0,False,False,False,True
73,fault_change_target_qubit,fault,0.0,1.0,0.0,False,False,False,True
74,identity,valid,0.0,1.0,0.0,False,False,False,False
74,barrier,valid,0.0,1.0,0.0,False,False,False,False
74,commute,valid,0.0,1.0,0.0,False,False,False,False
74,fault_add_x,fault,1.0,0.0,39996.0001,True,True,True,True
74,fault_remove_random,fault,1.0,0.0,39996.0001,True,True,True,True
74,fault_change_target_qubit,fault,1.0,0.0,39996.0001,True,True,True,True
75,identity,valid,0.0003,0.9522,0.0036,False,False,False,False
75,barrier,valid,0.0006,0.9124,0.0121,False,False,False,False
75,commute,valid,0.0003,0.9681,0.0016,False,False,False,False
75,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
75,fault_remove_random,fault,0.5006,0.0,13350.2286,True,True,True,True
75,fault_change_target_qubit,fault,0.5044,0.0,20098.2902,True,True,True,True
76,identity,valid,0.0135,0.1171,11.5302,False,False,False,False
76,barrier,valid,0.0119,0.3423,7.8912,False,False,False,False
76,commute,valid,0.0082,0.6328,5.2224,False,False,False,False
76,fault_add_x,fault,0.0102,0.6443,5.1281,False,False,False,True
76,fault_remove_random,fault,0.4959,0.0,13189.0462,True,True,True,True
76,fault_change_target_qubit,fault,0.7537,0.0,24190.1814,True,True,True,True
77,identity,valid,0.0071,0.498,2.3768,False,False,False,False
77,barrier,valid,0.0076,0.3806,3.0721,False,False,False,False
77,commute,valid,0.0113,0.0607,7.381,False,False,False,False
77,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
77,fault_remove_random,fault,0.008,0.3854,3.0409,False,False,False,True
77,fault_change_target_qubit,fault,0.5033,0.0,19918.4754,True,True,True,True
78,identity,valid,0.0035,0.4902,0.4761,False,False,False,False
78,barrier,valid,0.0023,0.6527,0.2025,False,False,False,False
78,commute,valid,0.0021,0.6818,0.1681,False,False,False,False
78,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
78,fault_remove_random,fault,0.0001,0.992,0.0001,False,False,False,True
78,fault_change_target_qubit,fault,0.0006,0.9124,0.0121,False,False,False,True
79,identity,valid,0.0103,0.1687,5.0429,False,False,False,False
79,barrier,valid,0.007,0.5799,1.9639,False,False,False,False
79,commute,valid,0.0095,0.1819,4.8663,False,False,False,False
79,fault_add_x,fault,0.0094,0.1582,5.1935,False,False,False,True
79,fault_remove_random,fault,0.503,0.0,13440.9709,True,True,True,True
79,fault_change_target_qubit,fault,0.0124,0.042,8.2032,False,False,False,True
80,identity,valid,0.0036,0.4839,0.49,False,False,False,False
80,barrier,valid,0.0044,0.3843,0.7569,False,False,False,False
80,commute,valid,0.0001,0.992,0.0001,False,False,False,False
80,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
80,fault_remove_random,fault,0.5016,0.0,13387.6136,True,True,True,True
80,fault_change_target_qubit,fault,0.5035,0.0,20102.0726,True,True,True,True
81,identity,valid,0.0021,0.6891,0.16,False,False,False,False
81,barrier,valid,0.0023,0.6599,0.1936,False,False,False,False
81,commute,valid,0.0011,0.8259,0.0484,False,False,False,False
81,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
81,fault_remove_random,fault,0.5028,0.0,13428.6193,True,True,True,True
81,fault_change_target_qubit,fault,0.0007,0.9045,0.0144,False,False,False,True
82,identity,valid,0.0,1.0,0.0,False,False,False,False
82,barrier,valid,0.0,1.0,0.0,False,False,False,False
82,commute,valid,0.0,1.0,0.0,False,False,False,False
82,fault_add_x,fault,1.0,0.0,39996.0001,True,True,True,True
82,fault_remove_random,fault,1.0,0.0,39996.0001,True,True,True,True
82,fault_change_target_qubit,fault,1.0,0.0,39996.0001,True,True,True,True
83,identity,valid,0.0058,0.5609,2.0559,False,False,False,False
83,barrier,valid,0.0033,0.8706,0.7112,False,False,False,False
83,commute,valid,0.0123,0.0269,9.1887,False,False,False,False
83,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
83,fault_remove_random,fault,0.4978,0.0,13258.4378,True,True,True,True
83,fault_change_target_qubit,fault,0.4997,0.0,19951.0774,True,True,True,True
84,identity,valid,0.0,1.0,0.0,False,False,False,False
84,barrier,valid,0.0,1.0,0.0,False,False,False,False
84,commute,valid,0.0,1.0,0.0,False,False,False,False
84,fault_add_x,fault,1.0,0.0,39996.0001,True,True,True,True
84,fault_remove_random,fault,1.0,0.0,39996.0001,True,True,True,True
84,fault_change_target_qubit,fault,1.0,0.0,39996.0001,True,True,True,True
85,identity,valid,0.0009,0.8571,0.0324,False,False,False,False
85,barrier,valid,0.0026,0.6171,0.25,False,False,False,False
85,commute,valid,0.013,0.0093,6.7602,False,True,True,False
85,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
85,fault_remove_random,fault,1.0,0.0,40000.0,True,True,True,True
85,fault_change_target_qubit,fault,0.5037,0.0,20114.0652,True,True,True,True
86,identity,valid,0.0076,0.1336,2.25,False,False,False,False
86,barrier,valid,0.0006,0.9124,0.0121,False,False,False,False
86,commute,valid,0.0001,0.984,0.0004,False,False,False,False
86,fault_add_x,fault,0.0025,0.6241,0.2401,False,False,False,True
86,fault_remove_random,fault,0.4989,0.0,19939.0144,True,True,True,True
86,fault_change_target_qubit,fault,0.5015,0.0,19991.2379,True,True,True,True
87,identity,valid,0.0,1.0,0.0,False,False,False,False
87,barrier,valid,0.0,1.0,0.0,False,False,False,False
87,commute,valid,0.0,1.0,0.0,False,False,False,False
87,fault_add_x,fault,1.0,0.0,39996.0001,True,True,True,True
87,fault_remove_random,fault,1.0,0.0,39996.0001,True,True,True,True
87,fault_change_target_qubit,fault,0.0,1.0,0.0,False,False,False,True
88,identity,valid,0.0,1.0,0.0,False,False,False,False
88,barrier,valid,0.0,1.0,0.0,False,False,False,False
88,commute,valid,0.0,1.0,0.0,False,False,False,False
88,fault_add_x,fault,1.0,0.0,39996.0001,True,True,True,True
88,fault_remove_random,fault,1.0,0.0,39996.0001,True,True,True,True
88,fault_change_target_qubit,fault,1.0,0.0,39996.0001,True,True,True,True
89,identity,valid,0.0073,0.1443,2.1317,False,False,False,False
89,barrier,valid,0.0074,0.1389,2.1905,False,False,False,False
89,commute,valid,0.0011,0.8337,0.0441,False,False,False,False
89,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
89,fault_remove_random,fault,1.0,0.0,40000.0,True,True,True,True
89,fault_change_target_qubit,fault,0.0027,0.5892,0.2916,False,False,False,True
90,identity,valid,0.0029,0.5687,0.3249,False,False,False,False
90,barrier,valid,0.0046,0.3628,0.8281,False,False,False,False
90,commute,valid,0.0025,0.6241,0.2401,False,False,False,False
90,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
90,fault_remove_random,fault,0.5012,0.0,19988.1921,True,True,True,True
90,fault_change_target_qubit,fault,0.5012,0.0,19950.4988,True,True,True,True
91,identity,valid,0.0076,0.3789,3.0835,False,False,False,False
91,barrier,valid,0.0086,0.2171,4.4464,False,False,False,False
91,commute,valid,0.006,0.5596,2.0623,False,False,False,False
91,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
91,fault_remove_random,fault,1.0,0.0,40000.0,True,True,True,True
91,fault_change_target_qubit,fault,0.7514,0.0,24074.3262,True,True,True,True
92,identity,valid,0.0,1.0,0.0,False,False,False,False
92,barrier,valid,0.0,1.0,0.0,False,False,False,False
92,commute,valid,0.0,1.0,0.0,False,False,False,False
92,fault_add_x,fault,1.0,0.0,39996.0001,True,True,True,True
92,fault_remove_random,fault,0.0,1.0,0.0,False,False,False,True
92,fault_change_target_qubit,fault,0.0,1.0,0.0,False,False,False,True
93,identity,valid,0.0,1.0,0.0,False,False,False,False
93,barrier,valid,0.0,1.0,0.0,False,False,False,False
93,commute,valid,0.0,1.0,0.0,False,False,False,False
93,fault_add_x,fault,1.0,0.0,39996.0001,True,True,True,True
93,fault_remove_random,fault,1.0,0.0,39996.0001,True,True,True,True
93,fault_change_target_qubit,fault,1.0,0.0,39996.0001,True,True,True,True
94,identity,valid,0.0014,0.7872,0.0729,False,False,False,False
94,barrier,valid,0.0071,0.1615,1.9601,False,False,False,False
94,commute,valid,0.0008,0.8808,0.0225,False,False,False,False
94,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
94,fault_remove_random,fault,0.5,0.0,13330.6668,True,True,True,True
94,fault_change_target_qubit,fault,0.5,0.0,19949.1297,True,True,True,True
95,identity,valid,0.0078,0.4601,2.5851,False,False,False,False
95,barrier,valid,0.0045,0.7338,1.2804,False,False,False,False
95,commute,valid,0.0074,0.3327,3.4094,False,False,False,False
95,fault_add_x,fault,0.0074,0.4354,2.7285,False,False,False,True
95,fault_remove_random,fault,0.5004,0.0,13347.7588,True,True,True,True
95,fault_change_target_qubit,fault,0.0035,0.8751,0.6919,False,False,False,True
96,identity,valid,0.0,1.0,0.0,False,False,False,False
96,barrier,valid,0.0,1.0,0.0,False,False,False,False
96,commute,valid,0.0,1.0,0.0,False,False,False,False
96,fault_add_x,fault,1.0,0.0,39996.0001,True,True,True,True
96,fault_remove_random,fault,1.0,0.0,39996.0001,True,True,True,True
96,fault_change_target_qubit,fault,1.0,0.0,39996.0001,True,True,True,True
97,identity,valid,0.0098,0.2237,4.3753,False,False,False,False
97,barrier,valid,0.0048,0.8218,0.915,False,False,False,False
97,commute,valid,0.0096,0.1884,4.7833,False,False,False,False
97,fault_add_x,fault,0.0144,0.0105,11.2435,False,False,False,True
97,fault_remove_random,fault,0.5054,0.0,13526.0721,True,True,True,True
97,fault_change_target_qubit,fault,1.0,0.0,40000.0,True,True,True,True
98,identity,valid,0.0013,0.7949,0.0676,False,False,False,False
98,barrier,valid,0.006,0.2301,1.4401,False,False,False,False
98,commute,valid,0.0038,0.4533,0.5625,False,False,False,False
98,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
98,fault_remove_random,fault,0.0029,0.5687,0.3249,False,False,False,True
98,fault_change_target_qubit,fault,0.5007,0.0,20020.005,True,True,True,True
99,identity,valid,0.007,0.1645,1.9323,False,False,False,False
99,barrier,valid,0.0073,0.1471,2.1026,False,False,False,False
99,commute,valid,0.0041,0.4122,0.6724,False,False,False,False
99,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
99,fault_remove_random,fault,1.0,0.0,40000.0,True,True,True,True
99,fault_change_target_qubit,fault,0.4994,0.0,19970.0032,True,True,True,True
100,identity,valid,0.0036,0.4777,0.5041,False,False,False,False
100,barrier,valid,0.0064,0.2041,1.6129,False,False,False,False
100,commute,valid,0.0046,0.3681,0.81,False,False,False,False
100,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
100,fault_remove_random,fault,1.0,0.0,40000.0,True,True,True,True
100,fault_change_target_qubit,fault,0.5018,0.0,19916.2272,True,True,True,True
101,identity,valid,0.008,0.1118,2.5282,False,False,False,False
101,barrier,valid,0.0004,0.9362,0.0064,False,False,False,False
101,commute,valid,0.0047,0.3524,0.8649,False,False,False,False
101,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
101,fault_remove_random,fault,0.5014,0.0,19986.259,True,True,True,True
101,fault_change_target_qubit,fault,0.5017,0.0,20063.0013,True,True,True,True
102,identity,valid,0.0006,0.9124,0.0121,False,False,False,False
102,barrier,valid,0.0069,0.1707,1.8771,False,False,False,False
102,commute,valid,0.0025,0.6312,0.2304,False,False,False,False
102,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
102,fault_remove_random,fault,0.4987,0.0,13284.4869,True,True,True,True
102,fault_change_target_qubit,fault,1.0,0.0,40000.0,True,True,True,True
103,identity,valid,0.0,1.0,0.0,False,False,False,False
103,barrier,valid,0.0,1.0,0.0,False,False,False,False
103,commute,valid,0.0,1.0,0.0,False,False,False,False
103,fault_add_x,fault,1.0,0.0,39996.0001,True,True,True,True
103,fault_remove_random,fault,0.0,1.0,0.0,False,False,False,True
103,fault_change_target_qubit,fault,1.0,0.0,39996.0001,True,True,True,True
104,identity,valid,0.0,1.0,0.0,False,False,False,False
104,barrier,valid,0.0,1.0,0.0,False,False,False,False
104,commute,valid,0.0,1.0,0.0,False,False,False,False
104,fault_add_x,fault,1.0,0.0,39996.0001,True,True,True,True
104,fault_remove_random,fault,0.0,1.0,0.0,False,False,False,True
104,fault_change_target_qubit,fault,1.0,0.0,39996.0001,True,True,True,True
105,identity,valid,0.0071,0.4223,2.8071,False,False,False,False
105,barrier,valid,0.0064,0.56,2.0604,False,False,False,False
105,commute,valid,0.0088,0.229,4.3196,False,False,False,False
105,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
105,fault_remove_random,fault,0.5033,0.0,13451.2056,True,True,True,True
105,fault_change_target_qubit,fault,0.5051,0.0,19968.4318,True,True,True,True
106,identity,valid,0.0067,0.1835,1.769,False,False,False,False
106,barrier,valid,0.0034,0.4965,0.4624,False,False,False,False
106,commute,valid,0.0061,0.2263,1.4641,False,False,False,False
106,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
106,fault_remove_random,fault,1.0,0.0,40000.0,True,True,True,True
106,fault_change_target_qubit,fault,0.5018,0.0,20045.0365,True,True,True,True
107,identity,valid,0.0051,0.3077,1.0404,False,False,False,False
107,barrier,valid,0.0106,0.0348,4.4533,False,False,False,False
107,commute,valid,0.001,0.8493,0.0361,False,False,False,False
107,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
107,fault_remove_random,fault,1.0,0.0,40000.0,True,True,True,True
107,fault_change_target_qubit,fault,1.0,0.0,40000.0,True,True,True,True
108,identity,valid,0.0013,0.8103,0.0576,False,False,False,False
108,barrier,valid,0.0029,0.5619,0.3364,False,False,False,False
108,commute,valid,0.0076,0.131,2.2802,False,False,False,False
108,fault_add_x,fault,0.0025,0.6312,0.2304,False,False,False,True
108,fault_remove_random,fault,0.4988,0.0,13286.2616,True,True,True,True
108,fault_change_target_qubit,fault,1.0,0.0,40000.0,True,True,True,True
109,identity,valid,0.0,1.0,0.0,False,False,False,False
109,barrier,valid,0.0,1.0,0.0,False,False,False,False
109,commute,valid,0.0,1.0,0.0,False,False,False,False
109,fault_add_x,fault,1.0,0.0,39996.0001,True,True,True,True
109,fault_remove_random,fault,1.0,0.0,39996.0001,True,True,True,True
109,fault_change_target_qubit,fault,1.0,0.0,39996.0001,True,True,True,True
110,identity,valid,0.0141,0.131,11.1792,False,False,False,False
110,barrier,valid,0.0111,0.4195,7.0909,False,False,False,False
110,commute,valid,0.0124,0.3485,7.8229,False,False,False,False
110,fault_add_x,fault,0.006,0.9643,1.9164,False,False,False,True
110,fault_remove_random,fault,0.4986,0.0,13284.1063,True,True,True,True
110,fault_change_target_qubit,fault,0.7515,0.0,24079.6131,True,True,True,True
111,identity,valid,0.0025,0.6241,0.2401,False,False,False,False
111,barrier,valid,0.0044,0.3843,0.7569,False,False,False,False
111,commute,valid,0.0006,0.9124,0.0121,False,False,False,False
111,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
111,fault_remove_random,fault,0.5028,0.0,20106.0008,True,True,True,True
111,fault_change_target_qubit,fault,0.0032,0.5287,0.3969,False,False,False,True
112,identity,valid,0.0154,0.0719,13.0075,False,False,False,False
112,barrier,valid,0.0077,0.7572,4.1936,False,False,False,False
112,commute,valid,0.0134,0.2042,9.7339,False,False,False,False
112,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
112,fault_remove_random,fault,0.0129,0.3413,7.9026,False,False,False,True
112,fault_change_target_qubit,fault,0.7498,0.0,23988.0686,True,True,True,True
113,identity,valid,0.0047,0.3576,0.8464,False,False,False,False
113,barrier,valid,0.0011,0.8337,0.0441,False,False,False,False
113,commute,valid,0.0028,0.5892,0.2916,False,False,False,False
113,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
113,fault_remove_random,fault,0.5019,0.0,13398.3047,True,True,True,True
113,fault_change_target_qubit,fault,0.5019,0.0,20023.1406,True,True,True,True
114,identity,valid,0.014,0.11,11.7232,False,False,False,False
114,barrier,valid,0.0151,0.0579,13.6415,False,False,False,False
114,commute,valid,0.0102,0.516,6.2055,False,False,False,False
114,fault_add_x,fault,0.0143,0.0624,13.4234,False,False,False,True
114,fault_remove_random,fault,0.4973,0.0,13250.3486,True,True,True,True
114,fault_change_target_qubit,fault,0.5035,0.0,20070.3344,True,True,True,True
115,identity,valid,0.0,1.0,0.0,False,False,False,False
115,barrier,valid,0.0,1.0,0.0,False,False,False,False
115,commute,valid,0.0,1.0,0.0,False,False,False,False
115,fault_add_x,fault,1.0,0.0,39996.0001,True,True,True,True
115,fault_remove_random,fault,0.0,1.0,0.0,False,False,False,True
115,fault_change_target_qubit,fault,0.0,1.0,0.0,False,False,False,True
116,identity,valid,0.0058,0.5816,1.9557,False,False,False,False
116,barrier,valid,0.0058,0.5866,1.932,False,False,False,False
116,commute,valid,0.0099,0.213,4.4925,False,False,False,False
116,fault_add_x,fault,0.0116,0.1302,5.6454,False,False,False,True
116,fault_remove_random,fault,0.4943,0.0,13129.9185,True,True,True,True
116,fault_change_target_qubit,fault,0.5013,0.0,19869.2123,True,True,True,True
117,identity,valid,0.0044,0.3789,0.7744,False,False,False,False
117,barrier,valid,0.0034,0.5029,0.4489,False,False,False,False
117,commute,valid,0.0146,0.0036,8.4684,False,True,True,False
117,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
117,fault_remove_random,fault,0.5042,0.0,13480.412,True,True,True,True
117,fault_change_target_qubit,fault,0.0055,0.2757,1.1881,False,False,False,True
118,identity,valid,0.0023,0.6527,0.2025,False,False,False,False
118,barrier,valid,0.0014,0.7872,0.0729,False,False,False,False
118,commute,valid,0.0034,0.5092,0.4356,False,False,False,False
118,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
118,fault_remove_random,fault,1.0,0.0,40000.0,True,True,True,True
118,fault_change_target_qubit,fault,0.0004,0.9442,0.0049,False,False,False,True
119,identity,valid,0.0,1.0,0.0,False,False,False,False
119,barrier,valid,0.0,1.0,0.0,False,False,False,False
119,commute,valid,0.0,1.0,0.0,False,False,False,False
119,fault_add_x,fault,1.0,0.0,39996.0001,True,True,True,True
119,fault_remove_random,fault,1.0,0.0,39996.0001,True,True,True,True
119,fault_change_target_qubit,fault,1.0,0.0,39996.0001,True,True,True,True
120,identity,valid,0.0144,0.011,11.1378,False,False,False,False
120,barrier,valid,0.0075,0.2612,4.0028,False,False,False,False
120,commute,valid,0.0061,0.4614,2.5776,False,False,False,False
120,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
120,fault_remove_random,fault,0.5087,0.0,13646.6836,True,True,True,True
120,fault_change_target_qubit,fault,1.0,0.0,40000.0,True,True,True,True
121,identity,valid,0.007,0.5445,2.1366,False,False,False,False
121,barrier,valid,0.0083,0.2668,3.9507,False,False,False,False
121,commute,valid,0.0041,0.7454,1.2319,False,False,False,False
121,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
121,fault_remove_random,fault,1.0,0.0,40000.0,True,True,True,True
121,fault_change_target_qubit,fault,0.7555,0.0,24285.4273,True,True,True,True
122,identity,valid,0.0033,0.5222,0.4096,False,False,False,False
122,barrier,valid,0.0001,0.984,0.0004,False,False,False,False
122,commute,valid,0.007,0.1645,1.9321,False,False,False,False
122,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
122,fault_remove_random,fault,0.5038,0.0,13468.9501,True,True,True,True
122,fault_change_target_qubit,fault,1.0,0.0,40000.0,True,True,True,True
123,identity,valid,0.002,0.7039,0.1444,False,False,False,False
123,barrier,valid,0.0001,0.992,0.0001,False,False,False,False
123,commute,valid,0.0033,0.5093,0.4356,False,False,False,False
123,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
123,fault_remove_random,fault,1.0,0.0,40000.0,True,True,True,True
123,fault_change_target_qubit,fault,0.0026,0.61,0.2601,False,False,False,True
124,identity,valid,0.0035,0.4839,0.49,False,False,False,False
124,barrier,valid,0.0016,0.7566,0.0961,False,False,False,False
124,commute,valid,0.0011,0.8259,0.0484,False,False,False,False
124,fault_add_x,fault,0.003,0.5552,0.3481,False,False,False,True
124,fault_remove_random,fault,0.5035,0.0,20010.8454,True,True,True,True
124,fault_change_target_qubit,fault,0.0044,0.3843,0.7569,False,False,False,True
125,identity,valid,0.0084,0.3756,3.106,False,False,False,False
125,barrier,valid,0.003,0.922,0.4859,False,False,False,False
125,commute,valid,0.0051,0.6403,1.6848,False,False,False,False
125,fault_add_x,fault,0.0026,0.9634,0.2821,False,False,False,True
125,fault_remove_random,fault,0.501,0.0,13367.1929,True,True,True,True
125,fault_change_target_qubit,fault,0.501,0.0,20017.0332,True,True,True,True
126,identity,valid,0.0072,0.4131,2.864,False,False,False,False
126,barrier,valid,0.0077,0.311,3.5765,False,False,False,False
126,commute,valid,0.0098,0.088,6.5414,False,False,False,False
126,fault_add_x,fault,0.0141,0.0048,12.9089,False,True,True,True
126,fault_remove_random,fault,1.0,0.0,40000.0,True,True,True,True
126,fault_change_target_qubit,fault,0.5131,0.0,20196.0854,True,True,True,True
127,identity,valid,0.0,1.0,0.0,False,False,False,False
127,barrier,valid,0.0024,0.6455,0.2116,False,False,False,False
127,commute,valid,0.0009,0.865,0.0289,False,False,False,False
127,fault_add_x,fault,0.0013,0.8026,0.0625,False,False,False,True
127,fault_remove_random,fault,1.0,0.0,40000.0,True,True,True,True
127,fault_change_target_qubit,fault,0.5001,0.0,19991.0112,True,True,True,True
128,identity,valid,0.0035,0.4965,0.4624,False,False,False,False
128,barrier,valid,0.0008,0.8729,0.0256,False,False,False,False
128,commute,valid,0.0067,0.1868,1.7425,False,False,False,False
128,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
128,fault_remove_random,fault,0.4994,0.0,13309.3431,True,True,True,True
128,fault_change_target_qubit,fault,1.0,0.0,40000.0,True,True,True,True
129,identity,valid,0.012,0.3526,7.7783,False,False,False,False
129,barrier,valid,0.0105,0.5046,6.3054,False,False,False,False
129,commute,valid,0.0078,0.811,3.7236,False,False,False,False
129,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
129,fault_remove_random,fault,0.7459,0.0,23788.2956,True,True,True,True
129,fault_change_target_qubit,fault,0.0075,0.8504,3.3545,False,False,False,True
130,identity,valid,0.0,1.0,0.0,False,False,False,False
130,barrier,valid,0.0,1.0,0.0,False,False,False,False
130,commute,valid,0.0,1.0,0.0,False,False,False,False
130,fault_add_x,fault,1.0,0.0,39996.0001,True,True,True,True
130,fault_remove_random,fault,1.0,0.0,39996.0001,True,True,True,True
130,fault_change_target_qubit,fault,1.0,0.0,39996.0001,True,True,True,True
131,identity,valid,0.0115,0.0214,5.29,False,False,False,False
131,barrier,valid,0.0065,0.1936,1.6901,False,False,False,False
131,commute,valid,0.0037,0.4654,0.5329,False,False,False,False
131,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
131,fault_remove_random,fault,0.5064,0.0,13559.186,True,True,True,True
131,fault_change_target_qubit,fault,0.0043,0.3953,0.7226,False,False,False,True
132,identity,valid,0.0004,0.9442,0.0049,False,False,False,False
132,barrier,valid,0.0007,0.8966,0.0169,False,False,False,False
132,commute,valid,0.004,0.4295,0.6241,False,False,False,False
132,fault_add_x,fault,0.0049,0.3271,0.9604,False,False,False,True
132,fault_remove_random,fault,0.4995,0.0,19902.3184,True,True,True,True
132,fault_change_target_qubit,fault,0.4996,0.0,19899.3427,True,True,True,True
133,identity,valid,0.0,1.0,0.0,False,False,False,False
133,barrier,valid,0.0,1.0,0.0,False,False,False,False
133,commute,valid,0.0,1.0,0.0,False,False,False,False
133,fault_add_x,fault,1.0,0.0,39996.0001,True,True,True,True
133,fault_remove_random,fault,0.0,1.0,0.0,False,False,False,True
133,fault_change_target_qubit,fault,0.7517,0.0,24089.7256,True,True,True,True
134,identity,valid,0.0117,0.0584,7.4677,False,False,False,False
134,barrier,valid,0.0048,0.8198,0.9234,False,False,False,False
134,commute,valid,0.0119,0.044,8.1014,False,False,False,False
134,fault_add_x,fault,0.0101,0.1059,6.1212,False,False,False,True
134,fault_remove_random,fault,1.0,0.0,40000.0,True,True,True,True
134,fault_change_target_qubit,fault,0.5068,0.0,20141.958,True,True,True,True
135,identity,valid,0.0,1.0,0.0,False,False,False,False
135,barrier,valid,0.0,1.0,0.0,False,False,False,False
135,commute,valid,0.0,1.0,0.0,False,False,False,False
135,fault_add_x,fault,1.0,0.0,39996.0001,True,True,True,True
135,fault_remove_random,fault,1.0,0.0,40000.0,True,True,True,True
135,fault_change_target_qubit,fault,0.7453,0.0,23762.8024,True,True,True,True
136,identity,valid,0.0,1.0,0.0,False,False,False,False
136,barrier,valid,0.0,1.0,0.0,False,False,False,False
136,commute,valid,0.0,1.0,0.0,False,False,False,False
136,fault_add_x,fault,1.0,0.0,39996.0001,True,True,True,True
136,fault_remove_random,fault,1.0,0.0,39996.0001,True,True,True,True
136,fault_change_target_qubit,fault,1.0,0.0,39996.0001,True,True,True,True
137,identity,valid,0.0048,0.8066,0.9777,False,False,False,False
137,barrier,valid,0.0112,0.1396,5.4843,False,False,False,False
137,commute,valid,0.0033,0.9011,0.5797,False,False,False,False
137,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
137,fault_remove_random,fault,0.5026,0.0,13425.8228,True,True,True,True
137,fault_change_target_qubit,fault,0.5026,0.0,19979.9807,True,True,True,True
138,identity,valid,0.0032,0.5287,0.3969,False,False,False,False
138,barrier,valid,0.0041,0.4179,0.6561,False,False,False,False
138,commute,valid,0.0048,0.337,0.9217,False,False,False,False
138,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
138,fault_remove_random,fault,1.0,0.0,40000.0,True,True,True,True
138,fault_change_target_qubit,fault,1.0,0.0,40000.0,True,True,True,True
139,identity,valid,0.0,1.0,0.0,False,False,False,False
139,barrier,valid,0.0,1.0,0.0,False,False,False,False
139,commute,valid,0.0,1.0,0.0,False,False,False,False
139,fault_add_x,fault,1.0,0.0,39996.0001,True,True,True,True
139,fault_remove_random,fault,1.0,0.0,39996.0001,True,True,True,True
139,fault_change_target_qubit,fault,1.0,0.0,39996.0001,True,True,True,True
140,identity,valid,0.0077,0.126,2.341,False,False,False,False
140,barrier,valid,0.0037,0.4593,0.5476,False,False,False,False
140,commute,valid,0.0075,0.1389,2.1905,False,False,False,False
140,fault_add_x,fault,1.0,0.0,40000.0,True,True,True,True
140,fault_remove_random,fault,0.4996,0.0,13319.2751,True,True,True,True
140,fault_change_target_qubit,fault,0.7492,0.0,23962.0036,True,True,True,True
